,step,loss
117,1062,0.3227800130844116
118,1069,0.14269232749938965
119,1080,0.4026705026626587
120,1087,0.2017693817615509
121,1092,0.22880274057388306
122,1101,0.28189870715141296
123,1110,0.3626292943954468
124,1129,0.14961962401866913
125,1143,0.32748979330062866
126,1155,0.2216884195804596
127,1178,0.16645075380802155
128,1195,0.10949870198965073
129,1218,0.3886038064956665
130,1222,0.13393518328666687
131,1237,0.15599507093429565
132,1267,0.13978470861911774
133,1291,0.1849241703748703
134,1292,0.17910905182361603
135,1303,0.1376839131116867
136,1327,0.17243152856826782
137,1335,0.3273305892944336
138,1338,0.47571468353271484
139,1353,0.28689876198768616
140,1357,0.13579526543617249
141,1371,0.36988043785095215
142,1391,0.10250755399465561
143,1400,0.17237448692321777
144,1410,0.26524874567985535
145,1412,0.11297202855348587
146,1421,0.11031628400087357
147,1437,0.3049016296863556
148,1439,0.11011293530464172
149,1460,0.15143246948719025
150,1467,0.3901265859603882
151,1475,0.13667389750480652
152,1483,0.10628050565719604
153,1485,0.22025689482688904
154,1499,0.16040821373462677
155,1514,0.1048012375831604
156,1518,0.26654505729675293
157,1520,0.1391601413488388
158,1559,0.13831596076488495
159,1577,0.17185363173484802
160,1578,0.3334413766860962
161,1579,0.14670957624912262
162,1601,0.1668120175600052
163,1610,0.11713375151157379
164,1612,0.17214266955852509
165,1625,0.16625308990478516
166,1628,0.12571395933628082
167,1634,0.1306978166103363
168,1635,0.2242286205291748
169,1638,0.31485363841056824
170,1655,0.13958442211151123
171,1668,0.40796366333961487
172,1673,0.14089062809944153
173,1684,0.15069983899593353
174,1690,0.19865186512470245
175,1694,0.17385509610176086
176,1697,0.14245499670505524
177,1704,0.21100012958049774
178,1739,0.12951725721359253
179,1770,0.3609411418437958
180,1778,0.11206352710723877
181,1788,0.32590869069099426
182,1829,0.1337522268295288
183,1835,0.15421372652053833
184,1844,0.11274412274360657
185,1859,0.1112268939614296
186,1864,0.10359127819538116
187,1867,0.09078725427389145
188,1882,0.13821497559547424
189,1901,0.08161485940217972
190,1905,0.4790893495082855
191,1917,0.2861807644367218
192,1923,0.326908677816391
193,1926,0.23581743240356445
194,1928,0.1797865331172943
195,1957,0.08072594553232193
196,1963,0.22466498613357544
197,1986,0.43432724475860596
198,1998,0.2140592783689499
199,2020,0.11020643264055252
200,2029,0.15279409289360046
201,2031,0.1857539862394333
202,2036,0.16925345361232758
203,2039,0.14365874230861664
204,2047,0.09743913263082504
205,2060,0.13329185545444489
206,2064,0.4526119530200958
207,2090,0.11747049540281296
208,2091,0.21069453656673431
209,2117,0.15934491157531738
210,2120,0.13875742256641388
211,2123,0.12141327559947968
212,2153,0.11892485618591309
213,2169,0.23064076900482178
214,2237,0.09529932588338852
215,2243,0.12014409154653549
216,2247,0.23752282559871674
217,2275,0.13691911101341248
218,2302,0.12449473142623901
219,2313,0.2943880558013916
220,2333,0.11694570630788803
221,2335,0.11223360151052475
222,2344,0.13887709379196167
223,2388,0.2604413628578186
224,2390,0.14255057275295258
225,2401,0.1739588975906372
226,2404,0.12274341285228729
227,2424,0.39224404096603394
228,2425,0.16056445240974426
229,2448,0.2554544508457184
230,2450,0.16865436732769012
231,2459,0.1192530170083046
232,2464,0.11682575196027756
233,2467,0.17755009233951569
234,2475,0.31770485639572144
235,2478,0.3031245470046997
236,2492,0.11992622166872025
237,2502,0.8289395570755005
238,2512,0.13279691338539124
239,2514,0.25875523686408997
240,2516,0.10556713491678238
241,2529,0.31230005621910095
242,2533,0.1906423568725586
243,2547,0.39557430148124695
244,2570,0.18299122154712677
245,2576,0.08807599544525146
246,2585,0.12307516485452652
247,2588,0.1800328940153122
248,2601,0.22927463054656982
249,2603,0.15006712079048157
250,2613,0.1931581348180771
251,2625,0.3476674556732178
252,2628,0.3240377902984619
253,2630,0.13793665170669556
254,2695,0.1299068033695221
255,2700,0.2758135199546814
256,2703,0.2797005772590637
257,2717,0.13836126029491425
258,2750,0.1659327894449234
259,2756,0.17614656686782837
260,2761,0.12175063788890839
261,2763,0.3507646918296814
262,2800,0.14052407443523407
263,2801,0.09488948434591293
264,2812,0.1300368756055832
265,2813,0.12605977058410645
266,2847,0.4255910813808441
267,2848,0.14508169889450073
268,2852,0.114199697971344
269,2859,0.5037069320678711
270,2860,0.1353197991847992
271,2862,0.4125617742538452
272,2873,0.13432012498378754
273,2885,0.08264128863811493
274,2911,0.15471695363521576
275,2923,0.13696740567684174
276,2934,0.4031190574169159
277,2975,0.15703712403774261
278,2991,0.2800118625164032
279,2992,0.14683127403259277
280,2995,0.21654270589351654
281,3005,0.17602960765361786
282,3006,0.4521925449371338
283,3008,0.13762947916984558
284,3011,0.12612982094287872
285,3036,0.6847051382064819
286,3039,0.36692261695861816
287,3045,0.40232571959495544
288,3057,0.3534276783466339
289,3060,0.4437755346298218
290,3102,0.37129050493240356
291,3127,0.20891417562961578
292,3132,0.27280399203300476
293,3135,0.3512207269668579
294,3144,0.1848510205745697
295,3160,0.1199103593826294
296,3166,0.19363246858119965
297,3181,0.13657687604427338
298,3187,0.11713350564241409
299,3202,0.15049348771572113
300,3203,0.15114954113960266
301,3224,0.09881474077701569
302,3228,0.32333579659461975
303,3248,0.1167055070400238
304,3249,0.23384921252727509
305,3280,0.13232365250587463
306,3297,0.2840300500392914
307,3308,0.1460895538330078
308,3328,0.12999369204044342
309,3334,0.12424910068511963
310,3342,0.283034086227417
311,3343,0.15780986845493317
312,3344,0.12364046275615692
313,3354,0.38200080394744873
314,3368,0.08626117557287216
315,3370,0.1332421898841858
316,3378,0.28149664402008057
317,3381,0.3414819836616516
318,3398,0.12049102783203125
319,3405,0.2694465219974518
320,3417,0.24613986909389496
321,3435,0.3583071827888489
322,3443,0.16930310428142548
323,3459,0.341730535030365
324,3463,0.17287778854370117
325,3469,0.1298682540655136
326,3477,0.30993959307670593
327,3484,0.16438719630241394
328,3490,0.17606264352798462
329,3509,0.149489164352417
330,3514,0.14624273777008057
331,3531,0.2506447434425354
332,3533,0.13446763157844543
333,3539,0.12773621082305908
334,3540,0.3104866147041321
335,3543,0.45527327060699463
336,3545,0.13363972306251526
337,3562,0.12449662387371063
338,3575,0.11873190104961395
339,3586,0.13942024111747742
340,3597,0.3347577154636383
341,3600,0.3612135052680969
342,3603,0.2280202955007553
343,3632,0.19172848761081696
344,3633,0.3985785245895386
345,3639,0.3403204083442688
346,3641,0.17088010907173157
347,3645,0.35677453875541687
348,3647,0.20492464303970337
349,3663,0.401610791683197
350,3677,0.10668151825666428
351,3694,0.1651909351348877
352,3697,0.1747162938117981
353,3700,0.1729956716299057
354,3703,0.13868045806884766
355,3706,0.14533434808254242
356,3711,0.23696406185626984
357,3715,0.08134575188159943
358,3719,0.17368914186954498
359,3721,0.18037676811218262
360,3722,0.13117393851280212
361,3723,0.27057546377182007
362,3739,0.1629452258348465
363,3746,0.181665301322937
364,3759,0.2900851368904114
365,3779,0.13580450415611267
366,3783,0.2662827670574188
367,3789,0.2472001165151596
368,3794,0.18071487545967102
369,3809,0.10440080612897873
370,3812,0.1450040489435196
371,3817,0.15822090208530426
372,3852,0.3214944005012512
373,3856,0.14434176683425903
374,3861,0.37117043137550354
375,3872,0.11002673208713531
376,3921,0.16292636096477509
377,3923,0.16026565432548523
378,3929,0.12965871393680573
379,3930,0.4128384292125702
380,3931,0.11581438034772873
381,3932,0.17358848452568054
382,3935,0.13668347895145416
383,3945,0.1973695456981659
384,3952,0.15963642299175262
385,3962,0.14703765511512756
386,3980,0.1201513409614563
387,3989,0.15420792996883392
388,3997,0.13071171939373016
389,4030,0.14928743243217468
390,4049,0.17162007093429565
391,4052,0.09315356612205505
392,4058,0.12852928042411804
393,4060,0.13944029808044434
394,4079,0.12276994436979294
395,4086,0.3600592613220215
396,4094,0.16779622435569763
397,4113,0.2274484932422638
398,4137,0.25633513927459717
399,4148,0.1308789998292923
400,4153,0.11569315195083618
401,4170,0.27671143412590027
402,4173,0.3198443651199341
403,4179,0.2599855959415436
404,4186,0.1336698830127716
405,4187,0.17536503076553345
406,4205,0.12053810060024261
407,4206,0.4174572229385376
408,4215,0.28345954418182373
409,4222,0.1451081782579422
410,4232,0.17485183477401733
411,4236,0.20159265398979187
412,4241,0.10224442929029465
413,4249,0.18795143067836761
414,4252,0.14094248414039612
415,4257,0.3482825458049774
416,4266,0.3780878484249115
417,4282,0.1453804224729538
418,4285,0.16857458651065826
419,4316,0.15183275938034058
420,4317,0.36017629504203796
421,4327,0.1511727124452591
422,4362,0.27183905243873596
423,4365,0.1580377072095871
424,4366,0.11815518140792847
425,4367,0.1388351172208786
426,4376,0.07235386967658997
427,4377,0.356785386800766
428,4392,0.3200850486755371
429,4395,0.31896114349365234
430,4403,0.09253852814435959
431,4404,0.32783469557762146
432,4435,0.23010359704494476
433,4437,0.28412580490112305
434,4452,0.29523730278015137
435,4463,0.13598977029323578
436,4474,0.18632687628269196
437,4479,0.32811737060546875
438,4490,0.14085587859153748
439,4501,0.12419312447309494
440,4516,0.09657347202301025
441,4527,0.3227432370185852
442,4529,0.1687183678150177
443,4531,0.0931781604886055
444,4537,0.11496548354625702
445,4541,0.10747814923524857
446,4549,0.13439637422561646
447,4562,0.1403656005859375
448,4574,0.11957943439483643
449,4575,0.3380797803401947
450,4582,0.16754832863807678
451,4584,0.5646264553070068
452,4611,0.2235749363899231
453,4617,0.44441282749176025
454,4620,0.2126343846321106
455,4622,0.1561356782913208
456,4629,0.25634098052978516
457,4637,0.17750273644924164
458,4650,0.30917125940322876
459,4688,0.10028361529111862
460,4703,0.11942075192928314
461,4704,0.212763711810112
462,4730,0.12252604961395264
463,4739,0.13986170291900635
464,4740,0.3594609498977661
465,4744,0.13448813557624817
466,4750,0.08597106486558914
467,4761,0.39452043175697327
468,4768,0.11997228115797043
469,4769,0.10086066275835037
470,4771,0.1048605740070343
471,4772,0.12852801382541656
472,4775,0.14482060074806213
473,4778,0.23984482884407043
474,4783,0.15254731476306915
475,4811,0.16958659887313843
476,4824,0.5347774624824524
477,4832,0.16834940016269684
478,4851,0.19228610396385193
479,4854,0.19413329660892487
480,4887,0.2876308560371399
481,4892,0.1228015273809433
482,4894,0.12348070740699768
483,4904,0.11270834505558014
484,4910,0.13938002288341522
485,4911,0.320821613073349
486,4916,0.14786234498023987
487,4921,0.16007651388645172
488,4926,0.316074401140213
489,4940,0.074974924325943
490,4959,0.3029867708683014
491,4980,0.29016879200935364
492,4989,0.3704425096511841
493,4994,0.13879826664924622
494,5002,0.17131739854812622
495,5014,0.159634530544281
496,5045,0.13698095083236694
497,5049,0.3979027271270752
498,5056,0.09902767091989517
499,5070,0.23390115797519684
500,5084,0.16857467591762543
501,5089,0.12050461024045944
502,5106,0.28353196382522583
503,5117,0.11800358444452286
504,5135,0.15312039852142334
505,5141,0.15200848877429962
506,5159,0.12469811737537384
507,5168,0.13403959572315216
508,5175,0.3861696124076843
509,5178,0.315952330827713
510,5198,0.14366619288921356
511,5210,0.13125921785831451
512,5228,0.16746771335601807
513,5244,0.2810501158237457
514,5246,0.20785365998744965
515,5270,0.2225629836320877
516,5273,0.1907399445772171
517,5275,0.1907309740781784
518,5280,0.38632094860076904
519,5297,0.12735657393932343
520,5308,0.127247154712677
521,5312,0.14486892521381378
522,5319,0.3685636520385742
523,5325,0.3119772970676422
524,5338,0.10376844555139542
525,5349,0.3268163204193115
526,5352,0.28013187646865845
527,5361,0.1922399252653122
528,5375,0.11722079664468765
529,5377,0.11987689882516861
530,5391,0.2402075082063675
531,5412,0.23343834280967712
532,5418,0.27786505222320557
533,5438,0.15981559455394745
534,5440,0.17006239295005798
535,5443,0.20867879688739777
536,5450,0.1143469512462616
537,5462,0.10289858281612396
538,5494,0.1264096200466156
539,5508,0.36247313022613525
540,5520,0.29772794246673584
541,5522,0.12120253592729568
542,5524,0.14073283970355988
543,5535,0.3090556859970093
544,5539,0.123005710542202
545,5549,0.1158672347664833
546,5563,0.17042316496372223
547,5565,0.3060643970966339
548,5571,0.3116166889667511
549,5601,0.3659023344516754
550,5611,0.17171677947044373
551,5631,0.28656238317489624
552,5632,0.14324922859668732
553,5641,0.12955468893051147
554,5646,0.2291209101676941
555,5650,0.1446322202682495
556,5655,0.27769705653190613
557,5661,0.2825596034526825
558,5664,0.38609281182289124
559,5680,0.1839998960494995
560,5681,0.11722035706043243
561,5694,0.3339647352695465
562,5705,0.12147251516580582
563,5714,0.09435147047042847
564,5740,0.1482553333044052
565,5754,0.27046939730644226
566,5781,0.20076580345630646
567,5787,0.1825205236673355
568,5788,0.1442834883928299
569,5792,0.17450372874736786
570,5799,0.39374399185180664
571,5800,0.1253356635570526
572,5805,0.40809646248817444
573,5813,0.17299363017082214
574,5817,0.3625318109989166
575,5820,0.28937721252441406
576,5830,0.176917165517807
577,5831,0.1531476080417633
578,5833,0.15686865150928497
579,5854,0.1962093859910965
580,5860,0.23760831356048584
581,5866,0.09419788420200348
582,5870,0.11581798642873764
583,5880,0.37068745493888855
584,5882,0.14775820076465607
585,5887,0.17423543334007263
586,5892,0.2920747995376587
587,5900,0.16793935000896454
588,5908,0.16733206808567047
589,5912,0.1090879738330841
590,5925,0.36944580078125
591,5927,0.11895526200532913
592,5933,0.16766537725925446
593,5935,0.17539925873279572
594,5937,0.3640614151954651
595,5949,0.4525284171104431
596,5964,0.3157457709312439
597,5971,0.12973177433013916
598,5973,0.46074289083480835
599,5980,0.16839468479156494
600,5990,0.2158629447221756
601,5991,0.27670276165008545
602,5995,0.1676167994737625
603,6003,0.23572103679180145
604,6018,0.3139103353023529
605,6046,0.17367792129516602
606,6053,0.14068619906902313
607,6056,0.1674366146326065
608,6058,0.13817206025123596
609,6060,0.27488982677459717
610,6062,0.1466640830039978
611,6082,0.1574920117855072
612,6090,0.3028055429458618
613,6093,0.3277738690376282
614,6098,0.1602512151002884
615,6104,0.15190868079662323
616,6121,0.10545044392347336
617,6122,0.12546327710151672
618,6136,0.12138618528842926
619,6138,0.28264525532722473
620,6141,0.3549078702926636
621,6151,0.12511347234249115
622,6163,0.11322608590126038
623,6197,0.1485547125339508
624,6209,0.258989542722702
625,6213,0.2417578101158142
626,6215,0.10644818097352982
627,6228,0.2991635799407959
628,6240,0.43786919116973877
629,6250,0.16523340344429016
630,6258,0.24116723239421844
631,6269,0.14019766449928284
632,6270,0.15125329792499542
633,6294,0.33812814950942993
634,6301,0.13554733991622925
635,6308,0.13953164219856262
636,6315,0.4582546651363373
637,6332,0.20261354744434357
638,6333,0.3142585754394531
639,6334,0.21770985424518585
640,6353,0.06909802556037903
641,6355,0.14520275592803955
642,6356,0.09442538022994995
643,6376,0.14254529774188995
644,6394,0.11560948193073273
645,6397,0.16155801713466644
646,6408,0.30031102895736694
647,6409,0.10201229155063629
648,6410,0.16698411107063293
649,6423,0.2037048041820526
650,6440,0.14324578642845154
651,6455,0.16499365866184235
652,6468,0.27135372161865234
653,6476,0.1019267737865448
654,6488,0.13823696970939636
655,6502,0.12834532558918
656,6504,0.2356189340353012
657,6511,0.14831170439720154
658,6512,0.1370762437582016
659,6519,0.2793894410133362
660,6522,0.18455779552459717
661,6535,0.16978591680526733
662,6537,0.22719630599021912
663,6540,0.33910664916038513
664,6548,0.10733174532651901
665,6557,0.16102953255176544
666,6581,0.14040105044841766
667,6587,0.1235421672463417
668,6590,0.12655174732208252
669,6596,0.1386682540178299
670,6600,0.2865317463874817
671,6603,0.3770778477191925
672,6609,0.26391392946243286
673,6616,0.09135739505290985
674,6627,0.3826838433742523
675,6638,0.17221714556217194
676,6673,0.1064121425151825
677,6709,0.09773660451173782
678,6712,0.09396925568580627
679,6714,0.14491158723831177
680,6716,0.16977865993976593
681,6717,0.2968388497829437
682,6721,0.12156076729297638
683,6722,0.15807987749576569
684,6731,0.12123429775238037
685,6737,0.11615090817213058
686,6788,0.14384524524211884
687,6813,0.4154762923717499
688,6829,0.11322534084320068
689,6844,0.13526517152786255
690,6845,0.21397019922733307
691,6848,0.10944004356861115
692,6875,0.17182984948158264
693,6896,0.1262609362602234
694,6900,0.24275587499141693
695,6910,0.16483837366104126
696,6942,0.29732367396354675
697,6963,0.1969151496887207
698,6973,0.09065737575292587
699,6983,0.149881049990654
700,7013,0.14997223019599915
701,7029,0.26646608114242554
702,7036,0.15175822377204895
703,7045,0.10164579749107361
704,7053,0.2777291536331177
705,7062,0.509855329990387
706,7069,0.15102453529834747
707,7081,0.10850704461336136
708,7086,0.3665497303009033
709,7102,0.1465005725622177
710,7115,0.13521422445774078
711,7117,0.13210758566856384
712,7124,0.16503781080245972
713,7144,0.11543942987918854
714,7158,0.22978456318378448
715,7168,0.14158694446086884
716,7179,0.21726687252521515
717,7180,0.14973124861717224
718,7181,0.12969717383384705
719,7185,0.20374953746795654
720,7213,0.1310088038444519
721,7220,0.12318617105484009
722,7237,0.15388019382953644
723,7244,0.13646584749221802
724,7252,0.1494932472705841
725,7253,0.13418850302696228
726,7254,0.38027578592300415
727,7257,0.3238444924354553
728,7259,0.17436538636684418
729,7273,0.10076145827770233
730,7285,0.14968837797641754
731,7315,0.14679792523384094
732,7346,0.1897284984588623
733,7349,0.13172544538974762
734,7351,0.12289761751890182
735,7367,0.14783045649528503
736,7374,0.2968182861804962
737,7378,0.12572473287582397
738,7400,0.1366725116968155
739,7401,0.20942437648773193
740,7403,0.10581807792186737
741,7411,0.10873571783304214
742,7412,0.1154523715376854
743,7438,0.14611023664474487
744,7439,0.13604329526424408
745,7440,0.26015710830688477
746,7451,0.11277807503938675
747,7453,0.177151158452034
748,7456,0.10988128930330276
749,7472,0.22921015322208405
750,7474,0.1063494011759758
751,7482,0.3074824810028076
752,7485,0.3787367343902588
753,7512,0.2507016360759735
754,7518,0.28586554527282715
755,7526,0.13729603588581085
756,7528,0.14227642118930817
757,7532,0.14633922278881073
758,7540,0.1376379132270813
759,7547,0.23078636825084686
760,7563,0.2115621119737625
761,7566,0.38122308254241943
762,7579,0.09744323790073395
763,7582,0.15637348592281342
764,7587,0.2955021560192108
765,7606,0.22922064363956451
766,7614,0.2736082971096039
767,7619,0.14363637566566467
768,7674,0.3683227300643921
769,7675,0.10377620160579681
770,7690,0.1506168246269226
771,7717,0.13835561275482178
772,7721,0.12078383564949036
773,7726,0.14726267755031586
774,7740,0.2580568194389343
775,7749,0.302648663520813
776,7757,0.10675729066133499
777,7758,0.2994745969772339
778,7765,0.1426311880350113
779,7784,0.15268446505069733
780,7787,0.1235278844833374
781,7799,0.1999320387840271
782,7853,0.11395067721605301
783,7858,0.12664155662059784
784,7860,0.4219607710838318
785,7862,0.1102856993675232
786,7882,0.22279690206050873
787,7883,0.12255080044269562
788,7893,0.24375368654727936
789,7901,0.1495872288942337
790,7926,0.35164204239845276
791,7932,0.3693765103816986
792,7934,0.13120730221271515
793,7946,0.11001826822757721
794,7957,0.09000229835510254
795,7986,0.24487218260765076
796,7990,0.16557200253009796
797,7997,0.12146234512329102
798,8002,0.15168415009975433
799,8008,0.14312848448753357
800,8014,0.1376713514328003
801,8035,0.1310388594865799
802,8065,0.151905819773674
803,8077,0.1378401666879654
804,8078,0.19112928211688995
805,8087,0.11204692721366882
806,8092,0.15555137395858765
807,8103,0.32192564010620117
808,8108,0.0975518524646759
809,8109,0.2946110665798187
810,8110,0.13620977103710175
811,8127,0.30177828669548035
812,8138,0.18114972114562988
813,8160,0.2329891324043274
814,8188,0.12375043332576752
815,8196,0.3857773542404175
816,8197,0.15295632183551788
817,8216,0.13218557834625244
818,8217,0.26026618480682373
819,8218,0.14368967711925507
820,8235,0.39008828997612
821,8254,0.08780098706483841
822,8265,0.21757417917251587
823,8273,0.11528702825307846
824,8277,0.2936346232891083
825,8280,0.335582971572876
826,8287,0.12436456233263016
827,8296,0.15458695590496063
828,8297,0.12934453785419464
829,8326,0.1533443182706833
830,8328,0.3296176493167877
831,8341,0.11596072465181351
832,8350,0.15844906866550446
833,8363,0.09928619116544724
834,8387,0.12566088140010834
835,8389,0.19730587303638458
836,8404,0.16034363210201263
837,8410,0.11296916753053665
838,8411,0.15115177631378174
839,8426,0.12636323273181915
840,8427,0.34063130617141724
841,8431,0.1697017103433609
842,8432,0.16602429747581482
843,8434,0.1275702267885208
844,8495,0.09523056447505951
845,8501,0.11020946502685547
846,8507,0.16963998973369598
847,8543,0.158006951212883
848,8548,0.09730908274650574
849,8552,0.1699681431055069
850,8562,0.3673131465911865
851,8573,0.14373499155044556
852,8591,0.16515246033668518
853,8611,0.13383007049560547
854,8614,0.09143570810556412
855,8621,0.11206479370594025
856,8624,0.11876346170902252
857,8635,0.1734420359134674
858,8646,0.27823299169540405
859,8665,0.22943352162837982
860,8670,0.347505658864975
861,8690,0.11509149521589279
862,8694,0.2262815684080124
863,8696,0.2057068645954132
864,8707,0.1658937931060791
865,8754,0.21026721596717834
866,8763,0.34395089745521545
867,8775,0.26383087038993835
868,8780,0.11860381066799164
869,8781,0.35076016187667847
870,8785,0.13853320479393005
871,8818,0.11838590353727341
872,8823,0.3651922643184662
873,8828,0.10376783460378647
874,8835,0.37147220969200134
875,8849,0.08751897513866425
876,8857,0.12454721331596375
877,8862,0.45121052861213684
878,8884,0.14741429686546326
879,8901,0.322244256734848
880,8914,0.14777971804141998
881,8918,0.11287412792444229
882,8934,0.2325863391160965
883,8938,0.11109986156225204
884,8952,0.20445550978183746
885,8964,0.1573728621006012
886,8968,0.13244743645191193
887,8982,0.31364762783050537
888,8993,0.17986290156841278
889,9002,0.15483839809894562
890,9025,0.127599835395813
891,9033,0.28831174969673157
892,9060,0.31423819065093994
893,9084,0.371349960565567
894,9090,0.2999967038631439
895,9096,0.3216880261898041
896,9119,0.0961710587143898
897,9137,0.1031731516122818
898,9145,0.11023472994565964
899,9158,0.14175066351890564
900,9166,0.14403077960014343
901,9170,0.10689575225114822
902,9176,0.15929074585437775
903,9179,0.08085701614618301
904,9186,0.20959700644016266
905,9187,0.11239107698202133
906,9214,0.0924915224313736
907,9222,0.2848335802555084
908,9224,0.07955054193735123
909,9243,0.32944661378860474
910,9246,0.2720746099948883
911,9251,0.13883474469184875
912,9267,0.26130780577659607
913,9269,0.13590006530284882
914,9294,0.31299519538879395
915,9314,0.20101682841777802
916,9329,0.13812978565692902
917,9336,0.2704642117023468
918,9339,0.31043222546577454
919,9380,0.1467330902814865
920,9414,0.29181408882141113
921,9428,0.15556871891021729
922,9444,0.33849191665649414
923,9445,0.1528501808643341
924,9482,0.2173333317041397
925,9484,0.09544949233531952
926,9500,0.11260989308357239
927,9502,0.09540943056344986
928,9510,0.4076671898365021
929,9514,0.10075796395540237
930,9519,0.30569395422935486
931,9523,0.16572389006614685
932,9526,0.09625788778066635
933,9549,0.44392699003219604
934,9550,0.12984052300453186
935,9553,0.14682471752166748
936,9556,0.1248151883482933
937,9563,0.16345345973968506
938,9573,0.23718386888504028
939,9584,0.16181500256061554
940,9590,0.11050600558519363
941,9602,0.13378171622753143
942,9615,0.31895071268081665
943,9619,0.13189467787742615
944,9642,0.19394317269325256
945,9648,0.3624141812324524
946,9651,0.29161542654037476
947,9680,0.10692055523395538
948,9682,0.14679335057735443
949,9698,0.12913471460342407
950,9709,0.11013244837522507
951,9713,0.2330162078142166
952,9731,0.13964678347110748
953,9738,0.29996317625045776
954,9767,0.14861725270748138
955,9769,0.18334507942199707
956,9772,0.1752924919128418
957,9795,0.27926504611968994
958,9810,0.26127126812934875
959,9811,0.1437697857618332
960,9826,0.1322159469127655
961,9828,0.2271813452243805
962,9830,0.17334948480129242
963,9831,0.2781611680984497
964,9832,0.11679545789957047
965,9855,0.2529594302177429
966,9858,0.26445838809013367
967,9878,0.11235810816287994
968,9893,0.17768684029579163
969,9896,0.15218114852905273
970,9901,0.17089349031448364
971,9904,0.18963377177715302
972,9931,0.18751740455627441
973,9933,0.24347750842571259
974,9944,0.20023731887340546
975,9959,0.13486959040164948
976,9960,0.21668235957622528
977,9963,0.3587575852870941
978,9964,0.1303970217704773
979,9968,0.13513070344924927
980,9973,0.11708644032478333
981,9989,0.18786375224590302
982,10005,0.2887326776981354
983,10006,0.11676265299320221
984,10019,0.12686273455619812
985,10025,0.12601174414157867
986,10053,0.33140578866004944
987,10056,0.34424179792404175
988,10066,0.1446162611246109
989,10091,0.13601486384868622
990,10108,0.1957879215478897
991,10110,0.28925877809524536
992,10122,0.26796555519104004
993,10135,0.11898528039455414
994,10138,0.11719111353158951
995,10144,0.14299680292606354
996,10156,0.0776599869132042
997,10160,0.10430712252855301
998,10164,0.26040762662887573
999,10171,0.20295076072216034
1000,10172,0.11253672093153
1001,10185,0.21091189980506897
1002,10186,0.13940829038619995
1003,10188,0.40747445821762085
1004,10189,0.14671915769577026
1005,10191,0.3340631127357483
1006,10208,0.13207563757896423
1007,10210,0.22919557988643646
1008,10219,0.15841662883758545
