,Unnamed: 0,ID,제품,대분류,중분류,소분류,브랜드,키워드평균,키워드순위,판매량평균,판매량순위,가격평균,ZScore_대분류,ZScore_중분류,NormalizedPrice_대분류,NormalizedPrice_중분류,제품수,제품수순위
28,28,28,B002-00006-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00006,0.1587592105511982,2207.0,1.4705882352941178,1793.0,13095.53429027113,0.0333933289931717,-0.2279810192643979,0.0246026593840589,0.0246026593840589,1.0,1676.0
29,29,29,B002-00007-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00007,2.494755286137255,742.0,4.078431372549019,1052.0,54900.0,1.799272831875138,7.146840605339829,0.1031409616626548,0.7770480665798561,1.0,1676.0
30,30,30,B002-00008-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00008,0.0,3106.0,2.838779956427015,1336.0,12148.538484848485,-0.505517489976087,-0.5024534357982419,0.0163576730043891,0.0163576730043891,1.0,1676.0
31,31,31,B002-00009-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-00009,0.6145861091372549,1487.0,0.0261437908496732,2996.0,15636.666666666666,-0.4001806471117175,-0.3989118276867281,0.0210543416832378,0.0210543416832378,1.0,1676.0
32,32,32,B002-00010-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00010,0.8544212854030501,1285.0,8.660130718954248,633.0,6461.339748611672,-0.2468443910770422,-0.5623982680585984,0.0121389580200536,0.0409463862396176,1.0,1676.0
33,33,33,B002-00011-00001,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00011,7.078203355119825,379.0,0.3594771241830065,2468.0,24350.0,-0.1370495417405304,-0.1402652131363643,0.0327866054137822,0.0327866054137822,1.0,1676.0
34,34,34,B002-00012-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00012,0.6033743355119826,1498.0,0.4531590413943355,2369.0,15900.0,0.1518579099719691,0.0655325948282068,0.0298714260553044,0.1007604562737642,1.0,1676.0
35,35,35,B002-00013-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00013,2.7196723529411764,709.0,5.532679738562091,864.0,1426.9833055143613,-0.4595026968857056,-0.6058064352461439,0.0026808821567815,0.0201973518869156,2.0,1141.0
36,36,36,B002-00013-00002,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00013,2.7196723529411764,709.0,5.532679738562091,864.0,1584.1823204419888,-0.4528623891190325,-0.5830153425942236,0.0029762128957989,0.0224223280366017,2.0,1141.0
37,37,37,B002-00015-00001,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00015,51.74795401509804,49.0,0.3344226579520697,2491.0,49000.0,0.6073477513810946,0.5914454657465508,0.0659771525780422,0.0659771525780422,2.0,1141.0
38,38,38,B002-00015-00002,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00015,51.74795401509804,49.0,0.3344226579520697,2491.0,49666.66666666666,0.6274802001470614,0.6112348012132962,0.0668748009124373,0.0668748009124373,2.0,1141.0
39,39,39,B002-00016-00001,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00016,0.0582331880021786,2505.0,0.0413943355119825,2939.0,3666.6666666666665,-0.3648953176677428,-0.677926682883436,0.006888588817785,0.0462190122531484,1.0,1676.0
40,40,40,B002-00017-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00017,0.1079068385664487,2349.0,205.4771241830065,25.0,12985.474903564214,-0.4802431206208377,-0.4776098124667885,0.0174845848777713,0.0174845848777713,1.0,1676.0
41,41,41,B002-00018-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-00018,5.720766383442266,436.0,0.0065359477124183,3098.0,19000.0,-0.2986124430874146,-0.299074630256997,0.0255829775302612,0.0255829775302612,1.0,1676.0
42,42,42,B002-00020-00001,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00020,0.1231175816993464,2308.0,3.323892519970952,1213.0,22806.14201595744,0.4435830743276284,1.2772918156165658,0.0428460367821662,0.1578660443488721,3.0,869.0
43,43,43,B002-00020-00002,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00020,0.1231175816993464,2308.0,3.323892519970952,1213.0,23423.9482859494,0.4696800812001949,1.3320094280566164,0.0440067131539001,0.1621425516138588,3.0,869.0
44,44,44,B002-00020-00003,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00020,0.1231175816993464,2308.0,3.323892519970952,1213.0,25900.0,0.5742719925112432,1.5513073611654966,0.0486584864674455,0.179281991043242,3.0,869.0
45,45,45,B002-00021-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00021,0.0010744008714596,2995.0,0.2745098039215686,2539.0,18137.686948853618,0.2463809579229799,-0.1250402743708459,0.0340753820444616,0.0340753820444616,1.0,1676.0
46,46,46,B002-00022-00001,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-00022,0.1413831590413943,2266.0,0.8344226579520697,2090.0,7604.054054054054,-0.1985745295832475,-0.0673896753524062,0.01428578228907,0.0236041234944542,1.0,1676.0
47,47,47,B002-00024-00001,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-00024,0.0804553812636165,2429.0,7.859477124183006,683.0,9947.556499069133,-0.0995816860592886,0.1367191648196311,0.0186885344901198,0.1253907915598262,2.0,1141.0
48,48,48,B002-00024-00002,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-00024,0.0804553812636165,2429.0,7.859477124183006,683.0,14410.655737704918,0.0889459109577182,0.715593394372968,0.027073385992283,0.1816489838500602,2.0,1141.0
49,49,49,B002-00025-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,0.8695588671023965,1271.0,1.9941902687000723,1604.0,7168.928571428572,-0.2169548427365177,-0.1076584939864972,0.0134683094161753,0.0496239300360038,3.0,869.0
50,50,50,B002-00025-00002,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,0.8695588671023965,1271.0,1.9941902687000723,1604.0,17039.79547120374,0.2000044757970638,0.7665803988564808,0.0320127666928033,0.1179509057547114,3.0,869.0
51,51,51,B002-00025-00003,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,0.8695588671023965,1271.0,1.9941902687000723,1604.0,5700.8,-0.2789706610914872,-0.2376871034155324,0.0107101273997534,0.0394614198663827,3.0,869.0
52,52,52,B002-00026-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00026,1.2892659694989106,1063.0,0.0043572984749455,3140.0,16000.0,-0.3892084625342655,-0.3881266398573518,0.0215435600254831,0.0215435600254831,1.0,1676.0
53,53,53,B002-00027-00001,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027,0.0792562745098039,2431.0,1.6105664488017428,1749.0,2000.0,-0.4352976647576217,-0.5654580406071773,0.0037574120824282,0.0138441691925283,4.0,711.0
54,54,54,B002-00027-00002,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027,0.0792562745098039,2431.0,1.6105664488017428,1749.0,1518.6367218282112,-0.4556311275093251,-0.6080912260849145,0.0028530719837082,0.0105121318594881,4.0,711.0
55,55,55,B002-00027-00003,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00027,0.0792562745098039,2431.0,1.6105664488017428,1749.0,1000.0,-0.4775390730115492,-0.6677115055882272,0.0018787060412141,0.0141538809941686,4.0,711.0
56,56,56,B002-00027-00008,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027,0.0792562745098039,2431.0,1.6105664488017428,1749.0,2000.0,-0.4352976647576217,-0.5654580406071773,0.0037574120824282,0.0138441691925283,4.0,711.0
57,57,57,B002-00028-00001,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-00028,0.1446069063180827,2255.0,0.3180827886710239,2503.0,5744.540229885057,-0.2771230121837919,-0.4084217058027662,0.0107923024338825,0.0724109932564804,1.0,1676.0
58,58,58,B002-00029-00001,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-00029,3.2053335511982577,645.0,0.4501089324618736,2374.0,1500.0,-0.4264764834007291,-0.4264764834007291,0.023076923076923,0.023076923076923,5.0,597.0
59,59,59,B002-00029-00003,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,3.2053335511982577,645.0,0.4501089324618736,2374.0,3900.0,0.0158554553977886,0.0158554553977886,0.06,0.06,5.0,597.0
60,60,60,B002-00029-00007,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,3.2053335511982577,645.0,0.4501089324618736,2374.0,4400.0,0.1080079426474798,0.1080079426474798,0.0676923076923076,0.0676923076923076,5.0,597.0
61,61,61,B002-00029-00009,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,3.2053335511982577,645.0,0.4501089324618736,2374.0,2200.0,-0.2974630012511614,-0.2974630012511614,0.0338461538461538,0.0338461538461538,5.0,597.0
62,62,62,B002-00029-00016,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,3.2053335511982577,645.0,0.4501089324618736,2374.0,4400.0,0.1080079426474798,0.1080079426474798,0.0676923076923076,0.0676923076923076,5.0,597.0
63,63,63,B002-00030-00001,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00030,1.122912897603486,1142.0,0.0065359477124183,3100.0,36500.0,1.0220309200028737,0.2498452777823897,0.0685727705043151,0.0685727705043151,2.0,1141.0
64,64,64,B002-00030-00002,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00030,1.122912897603486,1142.0,0.0065359477124183,3100.0,36800.0,1.034703342479052,0.2559700870769872,0.0691363823166793,0.0691363823166793,2.0,1141.0
65,65,65,B002-00031-00001,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,2987.256235827664,-0.3935945710487897,-0.4780191350555319,0.0056121763369039,0.0206780403751167,10.0,337.0
66,66,66,B002-00031-00002,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,5649.880129031725,-0.2811215881492954,-0.2421969536719497,0.0106144639305474,0.0391089482119095,10.0,337.0
67,67,67,B002-00031-00003,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,5490.190476190477,-0.2878671039688905,-0.2563402813771984,0.0103144540150352,0.0380035629257943,10.0,337.0
68,68,68,B002-00031-00004,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,4286.333675678064,-0.3387197105586022,-0.3629629769426137,0.0080527609711558,0.0296703643108595,10.0,337.0
69,69,69,B002-00031-00005,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,4148.48623853211,-0.344542580427842,-0.3751717922427638,0.0077937861582238,0.028716172689557,10.0,337.0
70,70,70,B002-00031-00006,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,3767.537764866712,-0.3606343804276526,-0.4089114804818023,0.0070780959593574,0.0260792151280274,10.0,337.0
71,71,71,B002-00031-00007,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,5412.034013605441,-0.2911685430126278,-0.263262410913807,0.0101676209966168,0.0374625572800359,10.0,337.0
72,72,72,B002-00031-00008,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,2123.333333333333,-0.4300878910729707,-0.55453470450319,0.0039891191608446,0.0146978929594009,10.0,337.0
73,73,73,B002-00031-00009,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,4490.0,-0.3301165582053425,-0.3449247414266769,0.0084353901250513,0.0310801598372261,10.0,337.0
74,74,74,B002-00031-00010,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00031,1.89040137254902,878.0,0.8045751633986928,2106.0,6922.5,-0.2273643326276641,-0.1294840786730355,0.0130053425703047,0.0479181306176387,10.0,337.0
75,75,75,B002-00035-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00035,0.0850377559912854,2411.0,0.0043572984749455,3130.0,39900.0,0.3325398257256468,0.3213210366254745,0.0537242528135486,0.0537242528135486,1.0,1676.0
76,76,76,B002-00036-00001,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-00036,0.0062252069716775,2845.0,3.7995642701525054,1104.0,772.0161782661783,-0.4871694307006981,-0.700765150400611,0.0014503914580237,0.0109270251127523,1.0,1676.0
77,77,77,B002-00037-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00037,5.170447320261438,470.0,0.3943355119825708,2433.0,11985.106382978724,-0.510452922602498,-0.5073047548331459,0.0161376161733439,0.0161376161733439,1.0,1676.0
78,78,78,B002-00038-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00038,2.725834727668845,708.0,0.0486564996368917,2917.0,2800.0,-0.4015045381544798,-0.8059782006374109,0.0052603769153995,0.017743979721166,3.0,869.0
79,79,79,B002-00038-00002,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00038,2.725834727668845,708.0,0.0486564996368917,2917.0,2370.0,-0.4196683437036686,-0.8345850435420075,0.0044525333176774,0.0150190114068441,3.0,869.0
80,80,80,B002-00038-00003,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00038,2.725834727668845,708.0,0.0486564996368917,2917.0,2800.0,-0.4015045381544798,-0.8059782006374109,0.0052603769153995,0.017743979721166,3.0,869.0
81,81,81,B002-00039-00001,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00039,0.558751982570806,1529.0,0.0043572984749455,3125.0,4980.0,-0.3094182681609181,-0.8804237878475356,0.0093559560852462,0.0512345679012345,1.0,1676.0
82,82,82,B002-00040-00001,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-00040,0.2880483224400871,1893.0,2.8540305010893245,1332.0,2488.9523809523807,-0.4146436276170824,-0.8306789326822109,0.0046760098743894,0.0313737056162021,1.0,1676.0
83,83,83,B002-00042-00001,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-00042,0.0009162676252723,3006.0,2.167755991285403,1544.0,3241.509433962264,-0.4633214338770308,-0.4650195597160679,0.0100468708085374,0.0100468708085374,1.0,1676.0
84,84,84,B002-00043-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,22400.0,-0.1959369543809835,-0.198149019376595,0.0301609840356764,0.0301609840356764,9.0,363.0
85,85,85,B002-00043-00002,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,22913.840830449823,-0.180419643091644,-0.1828961665211709,0.0308528565840726,0.0308528565840726,9.0,363.0
86,86,86,B002-00043-00004,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,15295.06172839506,-0.4104966629886491,-0.4090520297675587,0.0205943800274468,0.0205943800274468,9.0,363.0
87,87,87,B002-00043-00007,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,4483.333333333333,-0.7369965149663433,-0.7299874100453805,0.0060366850488072,0.0060366850488072,9.0,363.0
88,88,88,B002-00043-00008,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,32900.0,0.1211491136829946,0.1135330142246467,0.0442989453023997,0.0442989453023997,9.0,363.0
89,89,89,B002-00043-00009,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,22900.0,-0.1808376178065084,-0.1833070177765358,0.0308342202864727,0.0308342202864727,9.0,363.0
90,90,90,B002-00043-00011,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,17900.0,-0.3318309835512599,-0.3317270337771271,0.0241018577785093,0.0241018577785093,9.0,363.0
91,91,91,B002-00043-00012,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,29900.0,0.0305530942361437,0.0244810046242919,0.0402595277976216,0.0402595277976216,9.0,363.0
92,92,92,B002-00043-00016,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00043,1.673092297544662,937.0,0.1551682401355604,2681.0,29800.0,0.0275332269212487,0.0215126043042801,0.0401248805474624,0.0401248805474624,9.0,363.0
93,93,93,B002-00044-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00044,28.967291384204795,99.0,0.0413943355119825,2940.0,4375.0,-0.3349743201545442,-0.7011973225566209,0.0082193389303117,0.0277249683143219,1.0,1676.0
94,94,94,B002-00045-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00045,0.0014218767843137,2980.0,0.065359477124183,2870.0,1890.0,-0.4399442196655538,-0.5386771571888587,0.0035507544178946,0.0267508350789786,1.0,1676.0
95,95,95,B002-00046-00001,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-00046,0.500767843503268,1582.0,0.1111111111111111,2762.0,18945.714285714286,0.2805131705396452,0.3840440421261026,0.0355934278836879,0.0588103367640089,1.0,1676.0
96,96,96,B002-00048-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00048,3.850521426344226,566.0,0.1045751633986928,2782.0,11000.0,-0.0551249904722751,-0.2707635122583994,0.0206657664533552,0.0206657664533552,1.0,1676.0
97,97,97,B002-00049-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00049,20.3926341562658,139.0,1.6209150326797386,1741.0,1939.3867924528304,-0.4378580520032018,-0.5708264063237596,0.0036435376832319,0.0134245994422359,1.0,1676.0
98,98,98,B002-00051-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00051,0.0081844662309368,2816.0,8.803921568627452,625.0,1780.0,-0.8186335947123389,-0.8102331653630335,0.002396721052835,0.002396721052835,2.0,1141.0
99,99,99,B002-00051-00002,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00051,0.0081844662309368,2816.0,8.803921568627452,625.0,10620.575792069818,-0.5516599359191,-0.5478094852603451,0.0143003132551031,0.0143003132551031,2.0,1141.0
100,100,100,B002-00052-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00052,0.4042810239651416,1711.0,0.1830065359477124,2645.0,61304.34782608696,0.978922729692092,0.9566877659914842,0.0825446185759002,0.0825446185759002,1.0,1676.0
101,101,101,B002-00053-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00053,0.1717857952069716,2168.0,17.932461873638346,349.0,11681.897589189848,-0.5196094258620156,-0.5163052056382788,0.0157293538702661,0.0157293538702661,2.0,1141.0
102,102,102,B002-00053-00002,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-00053,0.1717857952069716,2168.0,17.932461873638346,349.0,7256.093680806959,-0.213272865765767,-0.0812395916452302,0.0136320670337475,0.0225240023429058,2.0,1141.0
103,103,103,B002-00054-00001,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00054,1.321935848697168,1046.0,0.7189542483660131,2179.0,3399.5652173913045,-0.376178059031799,-0.4259342242567461,0.0063867837114144,0.0063867837114144,2.0,1141.0
104,104,104,B002-00054-00002,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00054,1.321935848697168,1046.0,0.7189542483660131,2179.0,3500.0,-0.3719355523767306,-0.4238837446233374,0.0065754711442493,0.0065754711442493,2.0,1141.0
105,105,105,B002-00055-00001,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-00055,37.451070135337694,76.0,0.8769063180827887,2064.0,2489.7951795679064,-0.4146080266166881,-0.8305696197646294,0.00467759324524,0.0313843292488033,2.0,1141.0
106,106,106,B002-00055-00002,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00055,37.451070135337694,76.0,0.8769063180827887,2064.0,4901.321931435567,-0.3127417405757788,-0.3952743126554043,0.0092081431225232,0.0092081431225232,2.0,1141.0
107,107,107,B002-00056-00001,B002-C001-0002,B002-C002-0002,B002-C003-0008,B002-00056,0.0443355979978213,2566.0,0.5904139433551198,2254.0,14628.346456692914,0.0981414734915811,0.5530041711554211,0.027482362861162,0.1012586516766896,3.0,869.0
