,ID,제품,대분류,중분류,소분류,브랜드,쇼핑몰,키워드평균,키워드순위,판매량평균,판매량순위,가격평균,ZScore_대분류,ZScore_중분류,NormalizedPrice_대분류,NormalizedPrice_중분류,언급량,제품수,제품수순위,쇼핑몰순위, 쇼핑몰개수
10,SAMPLE_00010,B002-00003-00003,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00004,0.7990320041753652,1597,29.072472412764693,414,9257.529684359872,-0.546121406343154,-0.5383018203969147,0.012012024764695808,0.012012024764695808,382.73633,14,414,1,6927
11,SAMPLE_00011,B002-00003-00004,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00001,0.7990320041753652,1597,29.072472412764693,414,12113.775857147668,-0.4751926842630029,-0.4690329636859956,0.01585964579683772,0.01585964579683772,382.73633,14,414,0,11226
12,SAMPLE_00012,B002-00003-00004,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00004,0.7990320041753652,1597,29.072472412764693,414,9310.27744099717,-0.5448115294121937,-0.5370225970473512,0.012083080747114113,0.012083080747114113,382.73633,14,414,1,6927
13,SAMPLE_00013,B002-00003-00005,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00001,0.7990320041753652,1597,29.072472412764693,414,5412.307692307692,-0.6416092128946997,-0.631555032856948,0.006832164166253689,0.006832164166253689,382.73633,14,414,0,11226
14,SAMPLE_00014,B002-00003-00005,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00002,0.7990320041753652,1597,29.072472412764693,414,5650.565397186348,-0.6356925959399721,-0.6257768758560746,0.007153118769219938,0.007153118769219938,382.73633,14,414,3,3104
15,SAMPLE_00015,B002-00003-00005,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00003,0.7990320041753652,1597,29.072472412764693,414,5866.471721204607,-0.6303310273897754,-0.6205407780841501,0.007443964047606528,0.007443964047606528,382.73633,14,414,2,3250
16,SAMPLE_00016,B002-00003-00005,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00004,0.7990320041753652,1597,29.072472412764693,414,5757.976708222264,-0.6330252673667854,-0.6231719677833166,0.00729781148631454,0.00729781148631454,382.73633,14,414,1,6927
17,SAMPLE_00017,B002-00003-00006,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00001,0.7990320041753652,1597,29.072472412764693,414,16483.326146279996,-0.3666843137220242,-0.3630638928990605,0.021745823869877508,0.021745823869877508,382.73633,14,414,0,11226
18,SAMPLE_00018,B002-00003-00009,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00003,S001-00001,0.7990320041753652,1597,29.072472412764693,414,64068.62863327148,0.8149941870163985,0.7909611105900367,0.08584751524862902,0.08584751524862902,382.73633,14,414,0,11226
19,SAMPLE_00019,B002-00004-00002,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00004,S001-00004,0.5815724634655532,1833,0.9979123173277662,2669,71150.0,0.9908447934530248,0.9626964824189852,0.09538676073335513,0.09538676073335513,278.57321,1,2669,1,6927
20,SAMPLE_00020,B002-00005-00001,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00002,1.906284801670146,1056,16.386847599164927,692,2828.28125,-0.4229533836042821,-0.4358822901911274,0.005229482801447904,0.005126510341063414,913.11042,20,692,3,3104
21,SAMPLE_00021,B002-00005-00001,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00004,1.906284801670146,1056,16.386847599164927,692,2742.01957694972,-0.4272945001718971,-0.4378657779057714,0.0050688636395138644,0.004965874552832152,913.11042,20,692,1,6927
22,SAMPLE_00022,B002-00005-00002,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00001,1.906284801670146,1056,16.386847599164927,692,2609.847544515584,-0.4339460544425955,-0.4409049214011663,0.004822759427411282,0.004719744865551332,913.11042,20,692,0,11226
23,SAMPLE_00023,B002-00005-00002,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00002,1.906284801670146,1056,16.386847599164927,692,3020.4508922212954,-0.4132824511015789,-0.4314635708341391,0.005587302512001831,0.00548436709088955,913.11042,20,692,3,3104
24,SAMPLE_00024,B002-00005-00002,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00004,1.906284801670146,1056,16.386847599164927,692,3021.335912018072,-0.4132379125021453,-0.43144322082431374,0.005588950418111542,0.005486015167580256,913.11042,20,692,1,6927
25,SAMPLE_00025,B002-00005-00002,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00010,1.906284801670146,1056,16.386847599164927,692,3036.40923555611,-0.4124793478670512,-0.4310966271286509,0.005617016933733482,0.0055140845884734295,913.11042,20,692,4,1844
26,SAMPLE_00026,B002-00005-00003,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00001,1.906284801670146,1056,16.386847599164927,692,5397.751166199729,-0.2936448734771787,-0.3768002919906189,0.01001383360245974,0.009911356388330348,913.11042,20,692,0,11226
27,SAMPLE_00027,B002-00005-00003,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00002,1.906284801670146,1056,16.386847599164927,692,6337.820587999135,-0.24633590302279196,-0.35518447950846643,0.011764242067192707,0.011661946044466937,913.11042,20,692,3,3104
28,SAMPLE_00028,B002-00005-00003,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00004,1.906284801670146,1056,16.386847599164927,692,6529.463607779203,-0.2366914727814481,-0.3507778692273341,0.012121081207208477,0.012018822122252344,913.11042,20,692,1,6927
29,SAMPLE_00029,B002-00005-00003,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00010,1.906284801670146,1056,16.386847599164927,692,6676.377080016421,-0.22929805591642755,-0.34739976332010963,0.012394633967700469,0.01229240319922568,913.11042,20,692,4,1844
30,SAMPLE_00030,B002-00005-00004,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00001,1.906284801670146,1056,16.386847599164927,692,3926.9965714285713,-0.3676605621658907,-0.4106185981610129,0.007275289796509121,0.007172529105347896,913.11042,20,692,0,11226
31,SAMPLE_00031,B002-00005-00004,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00002,1.906284801670146,1056,16.386847599164927,692,4402.15625,-0.3437481630670842,-0.3996928491972609,0.008160036714326325,0.00805736760666639,913.11042,20,692,3,3104
32,SAMPLE_00032,B002-00005-00004,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00004,1.906284801670146,1056,16.386847599164927,692,4338.516862729491,-0.3469508136610722,-0.4011561635332227,0.008041540229294937,0.007938858855615452,913.11042,20,692,1,6927
33,SAMPLE_00033,B002-00005-00005,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00005,S001-00001,1.906284801670146,1056,16.386847599164927,692,2622.114497354497,-0.4333287203436833,-0.4406228569640678,0.004845600483175668,0.004742588285679828,913.11042,20,692,0,11226
34,SAMPLE_00034,B002-00005-00005,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00005,S001-00002,1.906284801670146,1056,16.386847599164927,692,2937.7632983103695,-0.4174437022247017,-0.4333648767197808,0.005433338282388829,0.005330386923856548,913.11042,20,692,3,3104
35,SAMPLE_00035,B002-00005-00005,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00005,S001-00004,1.906284801670146,1056,16.386847599164927,692,2852.480038825585,-0.4217355801537772,-0.4353258669425679,0.005274540925682507,0.005171573129434954,913.11042,20,692,1,6927
36,SAMPLE_00036,B002-00005-00005,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00005,S001-00010,1.906284801670146,1056,16.386847599164927,692,3217.476411568733,-0.4033671467023288,-0.4269331961813173,0.005954163861639215,0.005851266415733415,913.11042,20,692,4,1844
37,SAMPLE_00037,B002-00005-00007,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00005,S001-00001,1.906284801670146,1056,16.386847599164927,692,21000.0,0.4915379140741764,-0.01804456898692553,0.03906520767574774,0.03896573767927725,913.11042,20,692,0,11226
38,SAMPLE_00038,B002-00005-00008,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-00005,S001-00004,1.906284801670146,1056,16.386847599164927,692,4238.484848484849,-0.35198492230948897,-0.4034562843668366,0.007855280703755903,0.007752580049648137,913.11042,20,692,1,6927
39,SAMPLE_00039,B002-00005-00009,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-00005,S001-00004,1.906284801670146,1056,16.386847599164927,692,1500.9652509652508,-0.4897505285021288,-0.9323277001721793,0.002758021538896931,0.009515308795362248,913.11042,20,692,1,6927
40,SAMPLE_00040,B002-00006-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00006,S001-00001,0.15858022522129436,2682,2.8183716075156577,2105,13095.53429027113,0.0937458722869992,-0.1997986443679274,0.024347099239652604,0.02424610571608549,75.959927881,1,2105,0,11226
41,SAMPLE_00041,B002-00007-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00007,S001-00001,2.4479449692964512,904,7.943632567849686,1207,54900.0,2.1975545775391963,6.085562344574216,0.10218697887522576,0.7913990002330337,1172.5656402930001,1,1207,0,11226
42,SAMPLE_00042,B002-00008-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00008,S001-00001,0.0,3737,5.478079331941545,1541,12135.535629734848,-0.4746523271757646,-0.4685052519699104,0.01588895817175089,0.01588895817175089,0.0,1,1541,0,11226
43,SAMPLE_00043,B002-00009-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-00009,S001-00002,0.6164211917181628,1793,31.88100208768267,380,17455.057837913067,-0.34255345002092885,-0.33949773674960904,0.023054834042021397,0.023054834042021397,295.26575083299997,2,380,3,3104
44,SAMPLE_00044,B002-00009-00001,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-00009,S001-00004,0.6164211917181628,1793,31.88100208768267,380,15642.7367873371,-0.3875585400376782,-0.3834496230969964,0.020613474239906143,0.020613474239906143,295.26575083299997,2,380,1,6927
45,SAMPLE_00045,B002-00010-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00010,S001-00001,0.8321610438413362,1571,16.954070981210858,671,6436.514136896529,-0.2413691526099467,-0.5535170256907139,0.011948009371392291,0.04204369229287451,398.60514,1,671,0,11226
46,SAMPLE_00046,B002-00012-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00012,S001-00001,0.6039515448851774,1810,3.0688935281837164,2039,15900.0,0.2348805399245716,0.17281950659785625,0.029569012008569637,0.10441403944023774,289.29279,3,2039,0,11226
47,SAMPLE_00047,B002-00012-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00012,S001-00004,0.6039515448851774,1810,3.0688935281837164,2039,14863.03948576676,0.1826955276343898,0.0932312539260924,0.027638192412040914,0.09757981490750033,289.29279,3,2039,1,6927
48,SAMPLE_00048,B002-00012-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00012,S001-00010,0.6039515448851774,1810,3.0688935281837164,2039,15886.944444444443,0.2342235194134044,0.17181747340559525,0.02954470257521684,0.10432799508575982,289.29279,3,2039,4,1844
49,SAMPLE_00049,B002-00013-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00013,S001-00001,2.719796805845512,855,10.603340292275577,965,1426.9833055143615,-0.4934736680813258,-0.6717341154748957,0.0026202672193204324,0.02024879891384929,1302.7826699999998,2,965,0,11226
50,SAMPLE_00050,B002-00013-00002,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00013,S001-00001,2.719796805845512,855,10.603340292275577,965,1584.1823204419888,-0.485562631534222,-0.6518691365984898,0.0029129716515636484,0.02251581243772101,1302.7826699999998,2,965,0,11226
51,SAMPLE_00051,B002-00014-00001,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00014,S001-00003,0.002177943870563674,3556,32.651356993736954,365,406.3016699735449,-0.5448394462030178,-0.8007159614418607,0.0007197588810869096,0.00552924693444387,1.0432351139999998,1,365,2,3250
52,SAMPLE_00052,B002-00015-00001,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00015,S001-00001,52.111322280730676,51,1.2442588726513568,2578,49000.0,0.4407972488669339,0.42552108389606186,0.06554871432338441,0.06554871432338441,24961.32337247,1,2578,0,11226
53,SAMPLE_00053,B002-00016-00001,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00016,S001-00004,0.0589174908789144,3017,1.6033402922755742,2435,3253.968253968254,-0.4015306956340655,-0.7280591805802484,0.006022111641184642,0.0352317134477105,28.221478130999998,1,2435,1,6927
54,SAMPLE_00054,B002-00017-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00017,S001-00001,0.10854643268267222,2834,133.9053583855254,85,12985.474903564214,-0.4535459158612216,-0.44789277033832703,0.017033902979795016,0.017033902979795016,51.993741255,3,85,0,11226
55,SAMPLE_00055,B002-00017-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00017,S001-00004,0.10854643268267222,2834,133.9053583855254,85,31152.273694109634,-0.002412594519051376,-0.007316816379094685,0.04150621834922589,0.04150621834922589,51.993741255,3,85,1,6927
56,SAMPLE_00056,B002-00017-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00017,S001-00005,0.10854643268267222,2834,133.9053583855254,85,9395.229885057472,-0.5427019184297127,-0.5349623549257446,0.012197519346143987,0.012197519346143987,51.993741255,3,85,6,519
57,SAMPLE_00057,B002-00020-00001,B002-C001-0002,B002-C002-0002,B002-C003-0011,B002-00020,S001-00001,0.12188323590814194,2794,7.945720250521921,1206,22884.870054112103,0.5863939530352814,1.5758496541067468,0.04257483411516992,0.19267595313714514,58.38207,1,1206,0,11226
58,SAMPLE_00058,B002-00022-00001,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-00022,S001-00001,0.1449278496868476,2730,1.5991649269311066,2438,7604.054054054054,-0.18261273508984907,-0.02961129194975661,0.014121967705229306,0.023386758133786475,69.42044,1,2438,0,11226
59,SAMPLE_00059,B002-00023-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00023,S001-00004,1.212328810020877,1321,0.8183716075156576,2721,8634.310344827587,-0.13076511267983992,0.0576916495363193,0.016040304043371777,0.07241959183258463,580.7055,1,2721,1,6927
60,SAMPLE_00060,B002-00024-00001,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-00024,S001-00001,0.08236505219206681,2926,15.158663883089769,746,9842.227235004671,-0.06997672498889737,0.08606523099027083,0.01828944426666803,0.10995182437840224,39.45286,2,746,0,11226
61,SAMPLE_00061,B002-00024-00002,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-00024,S001-00001,0.08236505219206681,2926,15.158663883089769,746,14242.87878787879,0.1514859558166029,0.6298625932862701,0.026483453719445244,0.15986139428822804,39.45286,2,746,0,11226
62,SAMPLE_00062,B002-00025-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,S001-00001,0.8613839665970773,1546,5.1127348643006245,1622,7168.928571428572,-0.2045104142655816,-0.09842018848418324,0.013311764426251484,0.06005365789132491,412.60292,7,1622,0,11226
63,SAMPLE_00063,B002-00025-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,S001-00002,0.8613839665970773,1546,5.1127348643006245,1622,6016.7747767857145,-0.26249252554980484,-0.2211628415109019,0.011166455039465149,0.05033096447902888,412.60292,7,1622,3,3104
64,SAMPLE_00064,B002-00025-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,S001-00003,0.8613839665970773,1546,5.1127348643006245,1622,5572.879682117649,-0.28483153523517657,-0.26845241503697265,0.010339922750314465,0.046585061863642765,412.60292,7,1622,2,3250
65,SAMPLE_00065,B002-00025-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,S001-00004,0.8613839665970773,1546,5.1127348643006245,1622,5413.768241233668,-0.2928388145713418,-0.2854030690831693,0.010043657382565262,0.0452423663265568,412.60292,7,1622,1,6927
66,SAMPLE_00066,B002-00025-00002,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,S001-00001,0.8613839665970773,1546,5.1127348643006245,1622,16897.964956664313,0.2851031017423729,0.9380453796281696,0.03142722191003458,0.14215418857615555,412.60292,7,1622,0,11226
67,SAMPLE_00067,B002-00025-00002,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,S001-00002,0.8613839665970773,1546,5.1127348643006245,1622,16720.489236790607,0.2761716405192168,0.9191383198186084,0.031096762270408307,0.14065652218779506,412.60292,7,1622,3,3104
68,SAMPLE_00068,B002-00025-00002,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00025,S001-00004,0.8613839665970773,1546,5.1127348643006245,1622,18428.89584835725,0.3621471610887304,1.101140376251602,0.034277813929729416,0.15507327261211742,412.60292,7,1622,1,6927
69,SAMPLE_00069,B002-00026-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00026,S001-00002,1.2774664718162838,1283,5.837856645789839,1466,16843.752069370257,-0.3577339121869915,-0.35432294757743504,0.02223135007396436,0.02223135007396436,611.9064400000001,3,1466,3,3104
70,SAMPLE_00070,B002-00026-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00026,S001-00004,1.2774664718162838,1283,5.837856645789839,1466,15773.016685905764,-0.384323319346183,-0.3802901126485472,0.020788973005584608,0.020788973005584608,611.9064400000001,3,1466,1,6927
71,SAMPLE_00071,B002-00026-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00026,S001-00010,1.2774664718162838,1283,5.837856645789839,1466,15638.701705616291,-0.38765874260168426,-0.3835474807327276,0.020608038621140752,0.020608038621140752,611.9064400000001,3,1466,4,1844
72,SAMPLE_00072,B002-00027-00001,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027,S001-00001,0.07703718162839247,2944,9.404488517745303,1050,2000.0,-0.46463661707140996,-0.6490827902242704,0.003687223817633225,0.016434561201515745,36.90080999999999,4,1050,0,11226
73,SAMPLE_00073,B002-00027-00002,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-00027,S001-00001,0.07703718162839247,2944,9.404488517745303,1050,1531.9157088122604,-0.4881929474747285,-0.6989493167311104,0.002815651265113393,0.012484532936633786,36.90080999999999,4,1050,0,11226
74,SAMPLE_00074,B002-00027-00003,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00027,S001-00003,0.07703718162839247,2944,9.404488517745303,1050,1000.0,-0.5149615923948619,-0.7256912878434747,0.001825224667206145,0.014091146281521062,36.90080999999999,4,1050,2,3250
75,SAMPLE_00075,B002-00027-00005,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00027,S001-00004,0.07703718162839247,2944,9.404488517745303,1050,1974.7272727272727,-0.4659084664477664,-0.6025166185117451,0.003640166020922431,0.02814797679268335,36.90080999999999,4,1050,1,6927
76,SAMPLE_00076,B002-00028-00001,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-00028,S001-00001,0.14105208768267224,2743,0.6096033402922756,2802,5744.540229885058,-0.27619272240477155,-0.4202941928644317,0.010659554544419223,0.06347829799410311,67.56395,1,2802,0,11226
77,SAMPLE_00077,B002-00029-00002,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00003,3.209678475991649,775,46.29462421711899,255,3135.4815492803978,-0.06517042277787531,-0.06517042277787531,0.03134128581959475,0.03134128581959475,1537.4359900000004,24,255,2,3250
78,SAMPLE_00078,B002-00029-00003,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00003,3.209678475991649,775,46.29462421711899,255,2902.3413879969503,-0.10449041425739332,-0.10449041425739332,0.028733873914053756,0.028733873914053756,1537.4359900000004,24,255,2,3250
79,SAMPLE_00079,B002-00029-00004,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00002,3.209678475991649,775,46.29462421711899,255,3570.601358455609,0.00821421886924972,0.00821421886924972,0.036207614145587534,0.036207614145587534,1537.4359900000004,24,255,3,3104
80,SAMPLE_00080,B002-00029-00004,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00003,3.209678475991649,775,46.29462421711899,255,3184.237233102983,-0.056947587802002785,-0.056947587802002785,0.03188656360340498,0.03188656360340498,1537.4359900000004,24,255,2,3250
81,SAMPLE_00081,B002-00029-00004,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00004,3.209678475991649,775,46.29462421711899,255,3081.084513703003,-0.07434469358406985,-0.07434469358406985,0.030732915827012493,0.030732915827012493,1537.4359900000004,24,255,1,6927
82,SAMPLE_00082,B002-00029-00004,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00008,3.209678475991649,775,46.29462421711899,255,3440.094677440094,-0.013796238519562814,-0.013796238519562814,0.03474804290758543,0.03474804290758543,1537.4359900000004,24,255,5,1748
83,SAMPLE_00083,B002-00029-00005,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00003,3.209678475991649,775,46.29462421711899,255,3002.968933837051,-0.08751918877974123,-0.08751918877974123,0.029859280448922956,0.029859280448922956,1537.4359900000004,24,255,2,3250
84,SAMPLE_00084,B002-00029-00005,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00004,3.209678475991649,775,46.29462421711899,255,2953.489631761238,-0.09586406477760982,-0.09586406477760982,0.029305909804414037,0.029305909804414037,1537.4359900000004,24,255,1,6927
85,SAMPLE_00085,B002-00029-00005,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00008,3.209678475991649,775,46.29462421711899,255,3165.1263553719264,-0.06017071137459772,-0.06017071137459772,0.03167282981405278,0.03167282981405278,1537.4359900000004,24,255,5,1748
86,SAMPLE_00086,B002-00029-00006,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00003,3.209678475991649,775,46.29462421711899,255,3245.628223154065,-0.04659375947641907,-0.04659375947641907,0.032573153153103065,0.032573153153103065,1537.4359900000004,24,255,2,3250
87,SAMPLE_00087,B002-00029-00006,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00004,3.209678475991649,775,46.29462421711899,255,2999.888940483743,-0.08803864159191375,-0.08803864159191375,0.029824834168650206,0.029824834168650206,1537.4359900000004,24,255,1,6927
88,SAMPLE_00088,B002-00029-00006,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00008,3.209678475991649,775,46.29462421711899,255,3751.7093333333332,0.038758780517755546,0.038758780517755546,0.038233104251131717,0.038233104251131717,1537.4359900000004,24,255,5,1748
89,SAMPLE_00089,B002-00029-00007,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00001,3.209678475991649,775,46.29462421711899,255,4400.0,0.14809551319073794,0.14809551319073794,0.045483510158085966,0.045483510158085966,1537.4359900000004,24,255,0,11226
90,SAMPLE_00090,B002-00029-00007,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00003,3.209678475991649,775,46.29462421711899,255,3950.2941176470586,0.07225087378985524,0.07225087378985524,0.04045405292007159,0.04045405292007159,1537.4359900000004,24,255,2,3250
91,SAMPLE_00091,B002-00029-00007,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00004,3.209678475991649,775,46.29462421711899,255,3216.8015083087635,-0.051455496621404986,-0.051455496621404986,0.03225075859408973,0.03225075859408973,1537.4359900000004,24,255,1,6927
92,SAMPLE_00092,B002-00029-00008,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00003,3.209678475991649,775,46.29462421711899,255,3226.706454975193,-0.049784988990351366,-0.049784988990351366,0.03236153434254775,0.03236153434254775,1537.4359900000004,24,255,2,3250
93,SAMPLE_00093,B002-00029-00009,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00001,3.209678475991649,775,46.29462421711899,255,2200.0,-0.2229430104970336,-0.2229430104970336,0.02087897115197246,0.02087897115197246,1537.4359900000004,24,255,0,11226
94,SAMPLE_00094,B002-00029-00010,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00008,3.209678475991649,775,46.29462421711899,255,3804.255251027998,0.04762085312104988,0.04762085312104988,0.03882077156091827,0.03882077156091827,1537.4359900000004,24,255,5,1748
95,SAMPLE_00095,B002-00029-00011,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-00029,S001-00004,3.209678475991649,775,46.29462421711899,255,2956.3701996927807,-0.09537824583547264,-0.09537824583547264,0.029338125734428306,0.029338125734428306,1537.4359900000004,24,255,1,6927
