,Unnamed: 0,Date,DayofWeek,DayofMonth,Weekend,Month,Season,Quarter,Holiday,Salary,SaleInfo,Holiday_Salary
63,63,2022-03-05,0.8333333333333334,0.1333333333333333,1,0.1818181818181818,0.3333333333333333,0.0,0,0,1.0,0.0
64,64,2022-03-06,1.0,0.1666666666666666,1,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
65,65,2022-03-07,0.0,0.2,0,0.1818181818181818,0.3333333333333333,0.0,0,0,1.0,0.0
66,66,2022-03-08,0.1666666666666666,0.2333333333333333,0,0.1818181818181818,0.3333333333333333,0.0,0,1,1.0,0.5
67,67,2022-03-09,0.3333333333333333,0.2666666666666666,0,0.1818181818181818,0.3333333333333333,0.0,0,1,0.0,0.5
68,68,2022-03-10,0.5,0.3,0,0.1818181818181818,0.3333333333333333,0.0,0,1,0.0,0.5
69,69,2022-03-11,0.6666666666666666,0.3333333333333333,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
70,70,2022-03-12,0.8333333333333334,0.3666666666666666,1,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
71,71,2022-03-13,1.0,0.4,1,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
72,72,2022-03-14,0.0,0.4333333333333333,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
73,73,2022-03-15,0.1666666666666666,0.4666666666666667,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
74,74,2022-03-16,0.3333333333333333,0.5,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
75,75,2022-03-17,0.5,0.5333333333333333,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
76,76,2022-03-18,0.6666666666666666,0.5666666666666667,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
77,77,2022-03-19,0.8333333333333334,0.6,1,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
78,78,2022-03-20,1.0,0.6333333333333333,1,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
79,79,2022-03-21,0.0,0.6666666666666666,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
80,80,2022-03-22,0.1666666666666666,0.7,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
81,81,2022-03-23,0.3333333333333333,0.7333333333333333,0,0.1818181818181818,0.3333333333333333,0.0,0,1,0.0,0.5
82,82,2022-03-24,0.5,0.7666666666666667,0,0.1818181818181818,0.3333333333333333,0.0,0,1,0.0,0.5
83,83,2022-03-25,0.6666666666666666,0.8,0,0.1818181818181818,0.3333333333333333,0.0,0,1,1.0,0.5
84,84,2022-03-26,0.8333333333333334,0.8333333333333334,1,0.1818181818181818,0.3333333333333333,0.0,0,0,1.0,0.0
85,85,2022-03-27,1.0,0.8666666666666667,1,0.1818181818181818,0.3333333333333333,0.0,0,0,1.0,0.0
86,86,2022-03-28,0.0,0.9,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
87,87,2022-03-29,0.1666666666666666,0.9333333333333332,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
88,88,2022-03-30,0.3333333333333333,0.9666666666666668,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
89,89,2022-03-31,0.5,1.0,0,0.1818181818181818,0.3333333333333333,0.0,0,0,0.0,0.0
90,90,2022-04-01,0.6666666666666666,0.0,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
91,91,2022-04-02,0.8333333333333334,0.0344827586206896,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
92,92,2022-04-03,1.0,0.0689655172413793,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
93,93,2022-04-04,0.0,0.1034482758620689,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
94,94,2022-04-05,0.1666666666666666,0.1379310344827586,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
95,95,2022-04-06,0.3333333333333333,0.1724137931034483,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
96,96,2022-04-07,0.5,0.2068965517241379,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
97,97,2022-04-08,0.6666666666666666,0.2413793103448276,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,1,0.0,0.5
98,98,2022-04-09,0.8333333333333334,0.2758620689655172,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,1,0.0,0.5
99,99,2022-04-10,1.0,0.3103448275862069,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,1,0.0,0.5
100,100,2022-04-11,0.0,0.3448275862068966,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
101,101,2022-04-12,0.1666666666666666,0.3793103448275862,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
102,102,2022-04-13,0.3333333333333333,0.4137931034482758,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
103,103,2022-04-14,0.5,0.4482758620689655,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
104,104,2022-04-15,0.6666666666666666,0.4827586206896552,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
105,105,2022-04-16,0.8333333333333334,0.5172413793103449,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
106,106,2022-04-17,1.0,0.5517241379310345,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
107,107,2022-04-18,0.0,0.5862068965517241,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
108,108,2022-04-19,0.1666666666666666,0.6206896551724138,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
109,109,2022-04-20,0.3333333333333333,0.6551724137931034,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
110,110,2022-04-21,0.5,0.6896551724137931,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
111,111,2022-04-22,0.6666666666666666,0.7241379310344828,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
112,112,2022-04-23,0.8333333333333334,0.7586206896551724,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,1,0.0,0.5
113,113,2022-04-24,1.0,0.7931034482758621,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,1,0.0,0.5
114,114,2022-04-25,0.0,0.8275862068965517,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,1,1.0,0.5
115,115,2022-04-26,0.1666666666666666,0.8620689655172413,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,1.0,0.0
116,116,2022-04-27,0.3333333333333333,0.896551724137931,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,1.0,0.0
117,117,2022-04-28,0.5,0.9310344827586208,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
118,118,2022-04-29,0.6666666666666666,0.9655172413793104,0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
119,119,2022-04-30,0.8333333333333334,1.0,1,0.2727272727272727,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
120,120,2022-05-01,1.0,0.0,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
121,121,2022-05-02,0.0,0.0333333333333333,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
122,122,2022-05-03,0.1666666666666666,0.0666666666666666,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
123,123,2022-05-04,0.3333333333333333,0.1,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
124,124,2022-05-05,0.5,0.1333333333333333,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,1,0,0.0,0.5
125,125,2022-05-06,0.6666666666666666,0.1666666666666666,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
126,126,2022-05-07,0.8333333333333334,0.2,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
127,127,2022-05-08,1.0,0.2333333333333333,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,1,1,0.0,1.0
128,128,2022-05-09,0.0,0.2666666666666666,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,1,0.0,0.5
129,129,2022-05-10,0.1666666666666666,0.3,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,1,0.0,0.5
130,130,2022-05-11,0.3333333333333333,0.3333333333333333,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
131,131,2022-05-12,0.5,0.3666666666666666,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
132,132,2022-05-13,0.6666666666666666,0.4,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
133,133,2022-05-14,0.8333333333333334,0.4333333333333333,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
134,134,2022-05-15,1.0,0.4666666666666667,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
135,135,2022-05-16,0.0,0.5,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
136,136,2022-05-17,0.1666666666666666,0.5333333333333333,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
137,137,2022-05-18,0.3333333333333333,0.5666666666666667,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
138,138,2022-05-19,0.5,0.6,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
139,139,2022-05-20,0.6666666666666666,0.6333333333333333,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
140,140,2022-05-21,0.8333333333333334,0.6666666666666666,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
141,141,2022-05-22,1.0,0.7,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
142,142,2022-05-23,0.0,0.7333333333333333,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,1,1.0,0.5
143,143,2022-05-24,0.1666666666666666,0.7666666666666667,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,1,1.0,0.5
144,144,2022-05-25,0.3333333333333333,0.8,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,1,1.0,0.5
145,145,2022-05-26,0.5,0.8333333333333334,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,1.0,0.0
146,146,2022-05-27,0.6666666666666666,0.8666666666666667,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,1.0,0.0
147,147,2022-05-28,0.8333333333333334,0.9,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,1.0,0.0
148,148,2022-05-29,1.0,0.9333333333333332,1,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,1.0,0.0
149,149,2022-05-30,0.0,0.9666666666666668,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
150,150,2022-05-31,0.1666666666666666,1.0,0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0
151,151,2022-06-01,0.3333333333333333,0.0,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
152,152,2022-06-02,0.5,0.0344827586206896,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,1.0,0.0
153,153,2022-06-03,0.6666666666666666,0.0689655172413793,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,1.0,0.0
154,154,2022-06-04,0.8333333333333334,0.1034482758620689,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,1.0,0.0
155,155,2022-06-05,1.0,0.1379310344827586,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,1.0,0.0
156,156,2022-06-06,0.0,0.1724137931034483,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,1,0,1.0,0.5
157,157,2022-06-07,0.1666666666666666,0.2068965517241379,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,1.0,0.0
158,158,2022-06-08,0.3333333333333333,0.2413793103448276,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,1,1.0,0.5
159,159,2022-06-09,0.5,0.2758620689655172,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,1,0.0,0.5
160,160,2022-06-10,0.6666666666666666,0.3103448275862069,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,1,0.0,0.5
161,161,2022-06-11,0.8333333333333334,0.3448275862068966,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
162,162,2022-06-12,1.0,0.3793103448275862,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
163,163,2022-06-13,0.0,0.4137931034482758,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
164,164,2022-06-14,0.1666666666666666,0.4482758620689655,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
165,165,2022-06-15,0.3333333333333333,0.4827586206896552,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
166,166,2022-06-16,0.5,0.5172413793103449,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
167,167,2022-06-17,0.6666666666666666,0.5517241379310345,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
168,168,2022-06-18,0.8333333333333334,0.5862068965517241,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
169,169,2022-06-19,1.0,0.6206896551724138,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
170,170,2022-06-20,0.0,0.6551724137931034,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
171,171,2022-06-21,0.1666666666666666,0.6896551724137931,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
172,172,2022-06-22,0.3333333333333333,0.7241379310344828,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
173,173,2022-06-23,0.5,0.7586206896551724,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,1,0.0,0.5
174,174,2022-06-24,0.6666666666666666,0.7931034482758621,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,1,0.0,0.5
175,175,2022-06-25,0.8333333333333334,0.8275862068965517,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,1,1.0,0.5
176,176,2022-06-26,1.0,0.8620689655172413,1,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,1.0,0.0
177,177,2022-06-27,0.0,0.896551724137931,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,1.0,0.0
178,178,2022-06-28,0.1666666666666666,0.9310344827586208,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
179,179,2022-06-29,0.3333333333333333,0.9655172413793104,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
180,180,2022-06-30,0.5,1.0,0,0.4545454545454545,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0
181,181,2022-07-01,0.6666666666666666,0.0,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
182,182,2022-07-02,0.8333333333333334,0.0333333333333333,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
183,183,2022-07-03,1.0,0.0666666666666666,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
184,184,2022-07-04,0.0,0.1,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
185,185,2022-07-05,0.1666666666666666,0.1333333333333333,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
186,186,2022-07-06,0.3333333333333333,0.1666666666666666,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
187,187,2022-07-07,0.5,0.2,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
188,188,2022-07-08,0.6666666666666666,0.2333333333333333,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
189,189,2022-07-09,0.8333333333333334,0.2666666666666666,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
190,190,2022-07-10,1.0,0.3,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
191,191,2022-07-11,0.0,0.3333333333333333,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
192,192,2022-07-12,0.1666666666666666,0.3666666666666666,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
193,193,2022-07-13,0.3333333333333333,0.4,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
194,194,2022-07-14,0.5,0.4333333333333333,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
195,195,2022-07-15,0.6666666666666666,0.4666666666666667,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
196,196,2022-07-16,0.8333333333333334,0.5,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
197,197,2022-07-17,1.0,0.5333333333333333,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
198,198,2022-07-18,0.0,0.5666666666666667,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
199,199,2022-07-19,0.1666666666666666,0.6,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
200,200,2022-07-20,0.3333333333333333,0.6333333333333333,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
201,201,2022-07-21,0.5,0.6666666666666666,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
202,202,2022-07-22,0.6666666666666666,0.7,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
203,203,2022-07-23,0.8333333333333334,0.7333333333333333,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
204,204,2022-07-24,1.0,0.7666666666666667,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
205,205,2022-07-25,0.0,0.8,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,1,1.0,0.5
206,206,2022-07-26,0.1666666666666666,0.8333333333333334,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,1.0,0.0
207,207,2022-07-27,0.3333333333333333,0.8666666666666667,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,1.0,0.0
208,208,2022-07-28,0.5,0.9,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
209,209,2022-07-29,0.6666666666666666,0.9333333333333332,0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
210,210,2022-07-30,0.8333333333333334,0.9666666666666668,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
211,211,2022-07-31,1.0,1.0,1,0.5454545454545454,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0
212,212,2022-08-01,0.0,0.0,0,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
213,213,2022-08-02,0.1666666666666666,0.0333333333333333,0,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
214,214,2022-08-03,0.3333333333333333,0.0666666666666666,0,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
215,215,2022-08-04,0.5,0.1,0,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
216,216,2022-08-05,0.6666666666666666,0.1333333333333333,0,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
217,217,2022-08-06,0.8333333333333334,0.1666666666666666,1,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
218,218,2022-08-07,1.0,0.2,1,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
219,219,2022-08-08,0.0,0.2333333333333333,0,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
220,220,2022-08-09,0.1666666666666666,0.2666666666666666,0,0.6363636363636364,0.6666666666666666,0.6666666666666666,0,1,0.0,0.5
